Aktuellezeit,Ort,Beschreibung,Aktuelletemperatur
2021-03-08 12:36:13.430402,Salzburg,Mäßig bewölkt,5.61°C
2021-03-08 12:37:13.531066,Mumbai,Rauch,31.52°C
2021-03-08 12:38:13.636558,Salzburg,Mäßig bewölkt,5.61°C
2021-03-08 12:39:13.741215,Mumbai,Rauch,31.52°C
2021-03-08 12:40:13.852846,Salzburg,Mäßig bewölkt,5.61°C
2021-03-08 12:41:13.982203,Mumbai,Rauch,31.52°C
2021-03-08 12:42:14.081545,Salzburg,Mäßig bewölkt,5.61°C
2021-03-08 12:43:14.167092,Mumbai,Rauch,31.52°C
2021-03-08 12:44:14.264419,Salzburg,Mäßig bewölkt,5.61°C
2021-03-08 12:45:14.352433,Mumbai,Rauch,31.52°C
2021-03-08 12:46:14.439547,Salzburg,Mäßig bewölkt,5.61°C
2021-03-08 12:47:14.534845,Mumbai,Rauch,31.52°C
2021-03-08 12:48:14.635097,Salzburg,Mäßig bewölkt,5.60°C
2021-03-08 12:49:14.736063,Mumbai,Rauch,30.52°C
2021-03-08 12:50:14.849324,Salzburg,Mäßig bewölkt,5.60°C
2021-03-08 12:51:15.003683,Mumbai,Rauch,30.52°C
2021-03-08 12:52:15.103581,Salzburg,Mäßig bewölkt,5.60°C
2021-03-08 12:53:15.210605,Mumbai,Rauch,30.52°C
2021-03-08 12:54:15.316058,Salzburg,Mäßig bewölkt,5.60°C
2021-03-08 12:55:15.402911,Mumbai,Rauch,30.52°C
2021-03-08 12:56:15.517852,Salzburg,Mäßig bewölkt,5.60°C
2021-03-08 12:57:15.619883,Mumbai,Rauch,30.52°C
2021-03-08 12:58:15.728721,Salzburg,Mäßig bewölkt,5.80°C
2021-03-08 12:59:15.861796,Mumbai,Rauch,30.52°C
2021-03-08 13:00:20.312116,Salzburg,Mäßig bewölkt,5.80°C
2021-03-08 13:01:20.419056,Mumbai,Rauch,30.52°C
2021-03-08 13:02:20.523388,Salzburg,Mäßig bewölkt,5.80°C
2021-03-08 13:03:20.627239,Mumbai,Rauch,30.52°C
2021-03-08 13:04:20.715462,Salzburg,Mäßig bewölkt,5.80°C
2021-03-08 13:05:20.811265,Mumbai,Rauch,30.52°C
2021-03-08 13:06:20.909637,Salzburg,Mäßig bewölkt,5.80°C
2021-03-08 13:07:21.040421,Mumbai,Rauch,30.52°C
2021-03-08 13:08:21.145046,Salzburg,Mäßig bewölkt,6.36°C
2021-03-08 13:09:21.290286,Mumbai,Rauch,30.48°C
2021-03-08 13:10:21.396350,Salzburg,Mäßig bewölkt,6.36°C
2021-03-08 13:11:21.492540,Mumbai,Rauch,30.48°C
2021-03-08 13:12:21.591329,Salzburg,Mäßig bewölkt,6.36°C
2021-03-08 13:13:21.695793,Mumbai,Rauch,30.48°C
2021-03-08 13:14:21.792343,Salzburg,Mäßig bewölkt,6.36°C
2021-03-08 13:15:21.898655,Mumbai,Rauch,30.48°C
2021-03-08 13:16:22.030864,Salzburg,Mäßig bewölkt,6.36°C
2021-03-08 13:17:22.127866,Mumbai,Rauch,30.48°C
2021-03-08 13:18:22.262211,Salzburg,Mäßig bewölkt,6.45°C
2021-03-08 13:19:22.395348,Mumbai,Rauch,30.50°C
2021-03-08 13:20:22.499461,Salzburg,Mäßig bewölkt,6.45°C
2021-03-08 13:21:22.602638,Mumbai,Rauch,30.50°C
2021-03-08 13:22:22.682283,Salzburg,Mäßig bewölkt,6.45°C
2021-03-08 13:23:22.792998,Mumbai,Rauch,30.50°C
2021-03-08 13:24:22.954198,Salzburg,Mäßig bewölkt,6.45°C
2021-03-08 13:25:23.048902,Mumbai,Rauch,30.50°C
2021-03-08 13:26:23.147178,Salzburg,Mäßig bewölkt,6.45°C
2021-03-08 13:27:23.252054,Mumbai,Rauch,30.50°C
2021-03-08 13:28:23.342009,Salzburg,Mäßig bewölkt,6.44°C
2021-03-08 13:29:23.454937,Mumbai,Rauch,30.01°C
2021-03-08 13:30:23.791595,Salzburg,Mäßig bewölkt,6.44°C
2021-03-08 13:31:23.893133,Mumbai,Rauch,30.01°C
2021-03-08 13:32:24.003347,Salzburg,Mäßig bewölkt,6.44°C
2021-03-08 13:33:24.087437,Mumbai,Rauch,30.01°C
2021-03-08 13:34:24.184955,Salzburg,Mäßig bewölkt,6.44°C
2021-03-08 13:35:24.261767,Mumbai,Rauch,30.01°C
2021-03-08 13:36:24.373009,Salzburg,Mäßig bewölkt,6.44°C
2021-03-08 13:37:24.476109,Mumbai,Rauch,30.01°C
2021-03-08 13:38:24.578543,Salzburg,Mäßig bewölkt,6.29°C
2021-03-08 13:39:24.686031,Mumbai,Rauch,29.99°C
2021-03-08 13:40:24.780468,Salzburg,Mäßig bewölkt,6.29°C
2021-03-08 13:41:24.877630,Mumbai,Rauch,29.99°C
2021-03-08 13:42:24.966361,Salzburg,Mäßig bewölkt,6.29°C
2021-03-08 13:43:25.091004,Mumbai,Rauch,29.99°C
2021-03-08 13:44:25.194933,Salzburg,Mäßig bewölkt,6.29°C
2021-03-08 13:45:25.290307,Mumbai,Rauch,29.99°C
2021-03-08 13:46:25.373617,Salzburg,Mäßig bewölkt,6.29°C
2021-03-08 13:47:25.468733,Mumbai,Rauch,29.99°C
2021-03-08 13:48:25.562727,Salzburg,Mäßig bewölkt,6.29°C
2021-03-08 13:49:25.656807,Mumbai,Rauch,30.01°C
2021-03-08 13:50:25.753866,Salzburg,Mäßig bewölkt,5.89°C
2021-03-08 13:51:25.837716,Mumbai,Rauch,30.01°C
2021-03-08 13:52:25.926116,Salzburg,Mäßig bewölkt,5.89°C
2021-03-08 13:53:26.013199,Mumbai,Rauch,30.01°C
2021-03-08 13:54:26.138516,Salzburg,Mäßig bewölkt,5.89°C
2021-03-08 13:55:26.232603,Mumbai,Rauch,30.01°C
2021-03-08 13:56:26.325544,Salzburg,Mäßig bewölkt,5.89°C
2021-03-08 13:57:26.447232,Mumbai,Rauch,30.01°C
2021-03-08 13:58:26.544385,Salzburg,Mäßig bewölkt,5.89°C
2021-03-08 13:59:26.656036,Mumbai,Rauch,30.01°C
2021-03-08 14:00:26.917939,Salzburg,Mäßig bewölkt,6.00°C
2021-03-08 14:01:27.005269,Mumbai,Rauch,30.01°C
2021-03-08 14:02:27.104690,Salzburg,Mäßig bewölkt,6.00°C
2021-03-08 14:03:27.199215,Mumbai,Rauch,30.01°C
2021-03-08 14:04:27.299417,Salzburg,Mäßig bewölkt,6.00°C
2021-03-08 14:05:27.392109,Mumbai,Rauch,30.01°C
2021-03-08 14:06:27.484293,Salzburg,Mäßig bewölkt,6.00°C
2021-03-08 14:07:27.576093,Mumbai,Rauch,30.01°C
2021-03-08 14:08:27.656269,Salzburg,Mäßig bewölkt,6.00°C
2021-03-08 14:09:27.749088,Mumbai,Rauch,30.01°C
2021-03-08 14:10:27.837301,Salzburg,Ein paar Wolken,6.66°C
2021-03-08 14:11:27.934366,Mumbai,Rauch,30.01°C
2021-03-08 14:12:28.022643,Salzburg,Ein paar Wolken,6.66°C
2021-03-08 14:13:28.117547,Mumbai,Rauch,30.01°C
2021-03-08 14:14:28.214448,Salzburg,Ein paar Wolken,6.66°C
2021-03-08 14:15:28.304685,Mumbai,Rauch,30.01°C
2021-03-08 14:16:28.403676,Salzburg,Ein paar Wolken,6.66°C
2021-03-08 14:17:28.492371,Mumbai,Rauch,30.01°C
2021-03-08 14:18:28.585190,Salzburg,Ein paar Wolken,6.66°C
2021-03-08 14:19:28.686508,Mumbai,Rauch,29.51°C
2021-03-08 14:20:28.782963,Salzburg,Ein paar Wolken,6.97°C
2021-03-08 14:21:28.887642,Mumbai,Rauch,29.51°C
2021-03-08 14:22:28.981504,Salzburg,Ein paar Wolken,6.97°C
2021-03-08 14:23:29.068496,Mumbai,Rauch,29.51°C
2021-03-08 14:24:29.165804,Salzburg,Ein paar Wolken,6.97°C
2021-03-08 14:25:29.248385,Mumbai,Rauch,29.51°C
2021-03-08 14:26:29.337084,Salzburg,Ein paar Wolken,6.97°C
2021-03-08 14:27:29.425545,Mumbai,Rauch,29.51°C
2021-03-08 14:28:29.507938,Salzburg,Ein paar Wolken,6.97°C
2021-03-08 14:29:29.615281,Mumbai,Rauch,29.51°C
2021-03-08 14:30:29.724660,Salzburg,Ein paar Wolken,6.55°C
2021-03-08 14:31:29.815120,Mumbai,Rauch,29.51°C
2021-03-08 14:32:29.910609,Salzburg,Ein paar Wolken,6.55°C
2021-03-08 14:33:29.998274,Mumbai,Rauch,29.51°C
2021-03-08 14:34:30.094077,Salzburg,Ein paar Wolken,6.55°C
2021-03-08 14:35:30.189373,Mumbai,Rauch,29.51°C
2021-03-08 14:36:30.282910,Salzburg,Ein paar Wolken,6.55°C
2021-03-08 14:37:30.375489,Mumbai,Rauch,29.51°C
2021-03-08 14:38:30.486037,Salzburg,Mäßig bewölkt,6.55°C
2021-03-08 14:39:30.593650,Mumbai,Rauch,29.51°C
2021-03-08 14:40:30.696170,Salzburg,Mäßig bewölkt,6.55°C
2021-03-08 14:41:30.802851,Mumbai,Rauch,29.51°C
2021-03-08 14:42:30.909399,Salzburg,Mäßig bewölkt,6.55°C
2021-03-08 14:43:30.993052,Mumbai,Rauch,29.51°C
2021-03-08 14:44:31.099059,Salzburg,Mäßig bewölkt,6.55°C
2021-03-08 14:45:31.195608,Mumbai,Rauch,29.51°C
2021-03-08 14:46:31.319133,Salzburg,Mäßig bewölkt,6.55°C
2021-03-08 14:47:31.421565,Mumbai,Rauch,29.51°C
2021-03-08 14:48:31.520665,Salzburg,Mäßig bewölkt,6.87°C
2021-03-08 14:49:31.627296,Mumbai,Rauch,29.52°C
2021-03-08 14:50:31.771615,Salzburg,Mäßig bewölkt,6.87°C
2021-03-08 14:51:31.862599,Mumbai,Rauch,29.52°C
2021-03-08 14:52:31.951846,Salzburg,Mäßig bewölkt,6.87°C
2021-03-08 14:53:32.034980,Mumbai,Rauch,29.52°C
2021-03-08 14:54:32.124968,Salzburg,Mäßig bewölkt,6.87°C
2021-03-08 14:55:32.223652,Mumbai,Rauch,29.52°C
2021-03-08 14:56:32.317948,Salzburg,Mäßig bewölkt,6.87°C
2021-03-08 14:57:32.403186,Mumbai,Rauch,29.52°C
2021-03-08 14:58:32.499848,Salzburg,Mäßig bewölkt,6.88°C
2021-03-08 14:59:32.640378,Mumbai,Rauch,29.52°C
2021-03-08 15:00:32.722834,Salzburg,Mäßig bewölkt,6.88°C
2021-03-08 15:01:32.814748,Mumbai,Rauch,29.52°C
2021-03-08 15:02:32.929850,Salzburg,Mäßig bewölkt,6.88°C
2021-03-08 15:03:33.036672,Mumbai,Rauch,29.52°C
2021-03-08 15:04:33.130688,Salzburg,Mäßig bewölkt,6.88°C
2021-03-08 15:05:33.231716,Mumbai,Rauch,29.52°C
2021-03-08 15:06:33.315898,Salzburg,Mäßig bewölkt,6.88°C
2021-03-08 15:07:33.425418,Mumbai,Rauch,29.52°C
2021-03-08 15:08:33.532086,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 15:09:33.625345,Mumbai,Rauch,29.52°C
2021-03-08 15:10:33.711032,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 15:11:33.814590,Mumbai,Rauch,29.52°C
2021-03-08 15:12:33.904722,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 15:13:34.003973,Mumbai,Rauch,29.52°C
2021-03-08 15:14:34.096209,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 15:15:34.196451,Mumbai,Rauch,29.52°C
2021-03-08 15:16:34.310191,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 15:17:34.406205,Mumbai,Rauch,29.52°C
2021-03-08 15:18:34.499517,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 15:19:34.617534,Mumbai,Rauch,29.00°C
2021-03-08 15:20:34.714910,Salzburg,Überwiegend bewölkt,6.51°C
2021-03-08 15:21:34.802930,Mumbai,Rauch,29.00°C
2021-03-08 15:22:34.905079,Salzburg,Überwiegend bewölkt,6.51°C
2021-03-08 15:23:35.000820,Mumbai,Rauch,29.00°C
2021-03-08 15:24:35.083932,Salzburg,Überwiegend bewölkt,6.51°C
2021-03-08 15:25:35.179195,Mumbai,Rauch,29.00°C
2021-03-08 15:26:35.282947,Salzburg,Überwiegend bewölkt,6.51°C
2021-03-08 15:27:35.366444,Mumbai,Rauch,29.00°C
2021-03-08 15:28:35.451380,Salzburg,Überwiegend bewölkt,6.51°C
2021-03-08 15:29:35.571218,Mumbai,Rauch,29.00°C
2021-03-08 15:30:35.673249,Salzburg,Überwiegend bewölkt,6.52°C
2021-03-08 15:31:35.768240,Mumbai,Rauch,29.00°C
2021-03-08 15:32:35.864182,Salzburg,Überwiegend bewölkt,6.52°C
2021-03-08 15:33:35.948490,Mumbai,Rauch,29.00°C
2021-03-08 15:34:36.052630,Salzburg,Überwiegend bewölkt,6.52°C
2021-03-08 15:35:36.148609,Mumbai,Rauch,29.00°C
2021-03-08 15:36:36.251304,Salzburg,Überwiegend bewölkt,6.52°C
2021-03-08 15:37:36.392465,Mumbai,Rauch,29.00°C
2021-03-08 15:38:36.495671,Salzburg,Überwiegend bewölkt,6.52°C
2021-03-08 15:39:36.649106,Mumbai,Rauch,29.00°C
2021-03-08 15:40:36.812386,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:41:36.912630,Mumbai,Rauch,29.00°C
2021-03-08 15:42:37.032697,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:43:37.127407,Mumbai,Rauch,29.00°C
2021-03-08 15:44:37.228270,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:45:37.331857,Mumbai,Rauch,29.00°C
2021-03-08 15:46:37.452803,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:47:37.545435,Mumbai,Rauch,29.00°C
2021-03-08 15:48:37.648544,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:49:37.793249,Mumbai,Rauch,29.00°C
2021-03-08 15:50:37.882303,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:51:37.973049,Mumbai,Rauch,29.00°C
2021-03-08 15:52:38.068230,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:53:38.172477,Mumbai,Rauch,29.00°C
2021-03-08 15:54:38.272014,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:55:38.375107,Mumbai,Rauch,29.00°C
2021-03-08 15:56:38.469846,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:57:38.568376,Mumbai,Rauch,29.00°C
2021-03-08 15:58:38.663958,Salzburg,Überwiegend bewölkt,6.30°C
2021-03-08 15:59:38.763577,Mumbai,Rauch,29.00°C
2021-03-08 16:00:38.869011,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 16:01:38.968383,Mumbai,Rauch,29.00°C
2021-03-08 16:02:39.057459,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 16:03:39.155484,Mumbai,Rauch,29.00°C
2021-03-08 16:04:39.258371,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 16:05:39.374518,Mumbai,Rauch,29.00°C
2021-03-08 16:06:39.467343,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 16:07:39.568865,Mumbai,Rauch,29.00°C
2021-03-08 16:08:39.663477,Salzburg,Überwiegend bewölkt,6.19°C
2021-03-08 16:09:39.751892,Mumbai,Rauch,29.00°C
2021-03-08 16:10:39.846747,Salzburg,Überwiegend bewölkt,5.78°C
2021-03-08 16:11:39.930139,Mumbai,Rauch,29.00°C
2021-03-08 16:12:40.033729,Salzburg,Überwiegend bewölkt,5.78°C
2021-03-08 16:13:40.130733,Mumbai,Rauch,29.00°C
2021-03-08 16:14:40.215531,Salzburg,Überwiegend bewölkt,5.78°C
2021-03-08 16:15:40.307432,Mumbai,Rauch,29.00°C
2021-03-08 16:16:40.390886,Salzburg,Überwiegend bewölkt,5.78°C
2021-03-08 16:17:40.584748,Mumbai,Rauch,29.00°C
2021-03-08 16:18:40.684281,Salzburg,Überwiegend bewölkt,5.78°C
2021-03-08 16:19:40.783146,Mumbai,Rauch,29.00°C
2021-03-08 16:20:40.946778,Salzburg,Überwiegend bewölkt,5.77°C
2021-03-08 16:21:41.045615,Mumbai,Rauch,29.00°C
2021-03-08 16:22:41.147627,Salzburg,Überwiegend bewölkt,5.77°C
2021-03-08 16:23:41.247498,Mumbai,Rauch,29.00°C
2021-03-08 16:24:41.343150,Salzburg,Überwiegend bewölkt,5.77°C
2021-03-08 16:25:41.437592,Mumbai,Rauch,29.00°C
2021-03-08 16:26:41.549401,Salzburg,Überwiegend bewölkt,5.77°C
2021-03-08 16:27:41.677013,Mumbai,Rauch,29.00°C
2021-03-08 16:28:41.775347,Salzburg,Überwiegend bewölkt,5.77°C
2021-03-08 16:29:41.882901,Mumbai,Rauch,29.00°C
2021-03-08 16:30:41.983350,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:31:42.081822,Mumbai,Rauch,29.00°C
2021-03-08 16:32:42.169016,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:33:42.272344,Mumbai,Rauch,29.00°C
2021-03-08 16:34:42.363105,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:35:42.446472,Mumbai,Rauch,29.00°C
2021-03-08 16:36:42.594150,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:37:42.699671,Mumbai,Rauch,29.00°C
2021-03-08 16:38:42.826996,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:39:42.968457,Mumbai,Rauch,29.00°C
2021-03-08 16:40:43.061245,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:41:43.194883,Mumbai,Rauch,29.00°C
2021-03-08 16:42:43.282477,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:43:43.384892,Mumbai,Rauch,29.00°C
2021-03-08 16:44:43.484314,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:45:43.610947,Mumbai,Rauch,29.00°C
2021-03-08 16:46:43.710324,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:47:43.881490,Mumbai,Rauch,29.00°C
2021-03-08 16:48:44.000162,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:49:44.140678,Mumbai,Rauch,29.00°C
2021-03-08 16:50:44.238120,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:51:44.349447,Mumbai,Rauch,29.00°C
2021-03-08 16:52:44.447594,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:53:44.550186,Mumbai,Rauch,29.00°C
2021-03-08 16:54:44.647134,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:55:44.744058,Mumbai,Rauch,29.00°C
2021-03-08 16:56:44.839671,Salzburg,Überwiegend bewölkt,5.67°C
2021-03-08 16:57:44.938013,Mumbai,Rauch,29.00°C
2021-03-08 16:58:45.049140,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 16:59:45.248831,Mumbai,Rauch,29.00°C
2021-03-08 17:00:45.357102,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 17:01:45.522595,Mumbai,Rauch,29.00°C
2021-03-08 17:02:45.635701,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 17:03:45.736626,Mumbai,Rauch,29.00°C
2021-03-08 17:04:45.825261,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 17:05:45.919192,Mumbai,Rauch,29.00°C
2021-03-08 17:06:46.046693,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 17:07:46.140267,Mumbai,Rauch,29.00°C
2021-03-08 17:08:46.286418,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 17:09:46.371462,Mumbai,Rauch,29.00°C
2021-03-08 17:10:46.482558,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 17:11:46.572759,Mumbai,Rauch,29.00°C
2021-03-08 17:12:46.675197,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 17:13:46.768716,Mumbai,Rauch,29.00°C
2021-03-08 17:14:46.865510,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 17:15:46.963772,Mumbai,Rauch,29.00°C
2021-03-08 17:16:47.053504,Salzburg,Überwiegend bewölkt,5.57°C
2021-03-08 17:17:47.184887,Mumbai,Rauch,29.00°C
2021-03-08 17:18:47.310509,Salzburg,Überwiegend bewölkt,5.36°C
2021-03-08 17:19:47.437629,Mumbai,Dunst,29.00°C
2021-03-08 17:20:47.534201,Salzburg,Überwiegend bewölkt,5.36°C
2021-03-08 17:21:47.617193,Mumbai,Dunst,29.00°C
2021-03-08 17:22:47.706487,Salzburg,Überwiegend bewölkt,5.36°C
2021-03-08 17:23:47.823798,Mumbai,Dunst,29.00°C
2021-03-08 17:24:47.913866,Salzburg,Überwiegend bewölkt,5.36°C
2021-03-08 17:25:48.005418,Mumbai,Dunst,29.00°C
2021-03-08 17:26:48.098328,Salzburg,Überwiegend bewölkt,5.36°C
2021-03-08 17:27:48.207446,Mumbai,Dunst,29.00°C
2021-03-08 17:28:48.306840,Salzburg,Überwiegend bewölkt,4.95°C
2021-03-08 17:29:48.416943,Mumbai,Dunst,29.00°C
2021-03-08 17:30:48.602264,Salzburg,Überwiegend bewölkt,4.95°C
2021-03-08 17:31:48.696187,Mumbai,Dunst,29.00°C
2021-03-08 17:32:48.789286,Salzburg,Überwiegend bewölkt,4.95°C
2021-03-08 17:33:48.893035,Mumbai,Dunst,29.00°C
2021-03-08 17:34:49.049822,Salzburg,Überwiegend bewölkt,4.95°C
2021-03-08 17:35:49.144330,Mumbai,Dunst,29.00°C
2021-03-08 17:36:49.239162,Salzburg,Überwiegend bewölkt,4.95°C
2021-03-08 17:37:49.343834,Mumbai,Dunst,29.00°C
2021-03-08 17:38:49.457887,Salzburg,Mäßig bewölkt,4.59°C
2021-03-08 17:39:49.598422,Mumbai,Dunst,28.00°C
2021-03-08 17:40:49.706409,Salzburg,Mäßig bewölkt,4.17°C
2021-03-08 17:41:49.794809,Mumbai,Dunst,28.00°C
2021-03-08 17:42:49.895189,Salzburg,Mäßig bewölkt,4.17°C
2021-03-08 17:43:50.000728,Mumbai,Dunst,28.00°C
2021-03-08 17:44:50.095778,Salzburg,Mäßig bewölkt,4.17°C
2021-03-08 17:45:50.191923,Mumbai,Dunst,28.00°C
2021-03-08 17:46:50.298528,Salzburg,Mäßig bewölkt,4.17°C
2021-03-08 17:47:50.393380,Mumbai,Dunst,28.00°C
2021-03-08 17:48:50.501353,Salzburg,Mäßig bewölkt,4.17°C
2021-03-08 17:49:50.611070,Mumbai,Dunst,28.00°C
2021-03-08 17:50:50.723665,Salzburg,Mäßig bewölkt,4.24°C
2021-03-08 17:51:50.822146,Mumbai,Dunst,28.00°C
2021-03-08 17:52:50.975207,Salzburg,Mäßig bewölkt,4.24°C
2021-03-08 17:53:51.069641,Mumbai,Dunst,28.00°C
2021-03-08 17:54:51.174980,Salzburg,Mäßig bewölkt,4.24°C
2021-03-08 17:55:51.258742,Mumbai,Dunst,28.00°C
2021-03-08 17:56:51.342388,Salzburg,Mäßig bewölkt,4.24°C
2021-03-08 17:57:51.434446,Mumbai,Dunst,28.00°C
2021-03-08 17:58:51.524344,Salzburg,Mäßig bewölkt,4.24°C
2021-03-08 17:59:51.623506,Mumbai,Dunst,28.00°C
2021-03-08 18:00:51.734728,Salzburg,Mäßig bewölkt,4.06°C
2021-03-09 07:03:19.014537,Mumbai,Rauch,31.51°C
2021-03-09 07:04:19.203346,Salzburg,Mäßig bewölkt,-2.70°C
2021-03-09 07:05:19.380259,Mumbai,Rauch,31.51°C
2021-03-09 07:06:19.491161,Salzburg,Mäßig bewölkt,-2.70°C
2021-03-09 07:07:19.600120,Mumbai,Rauch,31.51°C
2021-03-09 07:08:19.694982,Salzburg,Mäßig bewölkt,-2.70°C
2021-03-09 07:09:19.784543,Mumbai,Rauch,31.51°C
2021-03-09 07:10:19.888477,Salzburg,Mäßig bewölkt,-2.70°C
2021-03-09 07:11:20.051259,Mumbai,Rauch,31.51°C
2021-03-09 07:12:20.135816,Salzburg,Mäßig bewölkt,-2.70°C
2021-03-09 07:13:20.227858,Mumbai,Rauch,31.51°C
2021-03-09 07:14:20.332612,Salzburg,Ein paar Wolken,-2.72°C
2021-03-09 07:15:20.419736,Mumbai,Rauch,31.51°C
2021-03-09 07:16:20.519961,Salzburg,Ein paar Wolken,-2.72°C
2021-03-09 07:17:20.611773,Mumbai,Rauch,31.51°C
2021-03-09 07:18:20.711575,Salzburg,Ein paar Wolken,-2.72°C
2021-03-09 07:19:20.842953,Mumbai,Rauch,31.51°C
2021-03-09 07:20:20.939348,Salzburg,Ein paar Wolken,-2.72°C
2021-03-09 07:21:21.047045,Mumbai,Rauch,31.51°C
2021-03-09 07:22:21.135577,Salzburg,Ein paar Wolken,-2.72°C
2021-03-09 07:23:21.347727,Mumbai,Rauch,32.01°C
2021-03-09 07:24:21.438773,Salzburg,Ein paar Wolken,-3.25°C
2021-03-09 07:25:21.527770,Mumbai,Rauch,32.01°C
2021-03-09 07:26:21.610669,Salzburg,Ein paar Wolken,-3.25°C
2021-03-09 07:27:21.707120,Mumbai,Rauch,32.01°C
2021-03-09 07:28:21.813151,Salzburg,Ein paar Wolken,-3.25°C
2021-03-09 07:29:21.915111,Mumbai,Rauch,32.01°C
2021-03-09 07:30:22.008605,Salzburg,Ein paar Wolken,-3.25°C
2021-03-09 07:31:22.091986,Mumbai,Rauch,32.01°C
2021-03-09 07:32:22.175265,Salzburg,Ein paar Wolken,-3.25°C
2021-03-09 07:33:22.271442,Mumbai,Rauch,32.01°C
2021-03-09 07:34:22.388458,Salzburg,Ein paar Wolken,-2.62°C
2021-03-09 07:35:22.474242,Mumbai,Rauch,32.01°C
2021-03-09 07:36:22.577473,Salzburg,Ein paar Wolken,-2.62°C
2021-03-09 07:37:22.669751,Mumbai,Rauch,32.01°C
2021-03-09 07:38:22.769000,Salzburg,Ein paar Wolken,-2.62°C
2021-03-09 07:39:22.858650,Mumbai,Rauch,32.01°C
2021-03-09 07:40:22.952284,Salzburg,Ein paar Wolken,-2.62°C
2021-03-09 07:41:23.113658,Mumbai,Rauch,32.01°C
2021-03-09 07:42:23.215011,Salzburg,Ein paar Wolken,-2.62°C
2021-03-09 07:43:23.305755,Mumbai,Rauch,31.99°C
2021-03-09 07:44:23.424943,Salzburg,Ein paar Wolken,-2.28°C
2021-03-09 07:45:23.521419,Mumbai,Rauch,31.99°C
2021-03-09 07:46:23.614841,Salzburg,Ein paar Wolken,-2.28°C
2021-03-09 07:47:23.705264,Mumbai,Rauch,31.99°C
2021-03-09 07:48:23.812663,Salzburg,Ein paar Wolken,-2.28°C
2021-03-09 07:49:23.926034,Mumbai,Rauch,31.99°C
2021-03-09 07:50:24.023507,Salzburg,Ein paar Wolken,-2.28°C
2021-03-09 07:51:24.119604,Mumbai,Rauch,31.99°C
2021-03-09 07:52:24.218595,Salzburg,Ein paar Wolken,-2.28°C
2021-03-09 07:53:24.325886,Mumbai,Rauch,33.03°C
2021-03-09 07:54:24.436636,Salzburg,Ein paar Wolken,-2.29°C
2021-03-09 07:55:24.537310,Mumbai,Rauch,33.03°C
2021-03-09 07:56:24.633291,Salzburg,Ein paar Wolken,-2.29°C
2021-03-09 07:57:24.741199,Mumbai,Rauch,33.03°C
2021-03-09 07:58:24.819119,Salzburg,Ein paar Wolken,-2.29°C
2021-03-09 07:59:24.929407,Mumbai,Rauch,33.03°C
2021-03-09 08:00:26.225180,Salzburg,Ein paar Wolken,-2.29°C
2021-03-09 08:01:26.327502,Mumbai,Rauch,33.03°C
2021-03-09 08:02:26.427749,Salzburg,Ein paar Wolken,-2.29°C
2021-03-09 08:03:26.545604,Mumbai,Rauch,32.96°C
